"internet_compras_antes";"internet_serv_antes";"modo_compras_antes";"modo_serv_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"star_preco_antes";"star_compra_non_comercial_antes";"star_preco_entrega_antes";"star_prazo_entrega_antes";"star_entrega_agendada_antes";"star_retirada_antes";"star_devolucao_antes";"star_contato_antes";"cidade_moradia_antes";"bairro_moradia_antes";"cidade_trabalho_antes";"bairro_trabalho_antes";"internet_compras_depois";"internet_serv_depois";"modo_compras_depois";"modo_serv_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"star_preco_depois";"star_compra_non_comercial_depois";"star_preco_entrega_depois";"star_prazo_entrega_depois";"star_entrega_agendada_depois";"star_retirada_depois";"star_devolucao_depois";"star_contato_depois";"fisica_nenhuma";"internet_nenhuma";"fisica_mais";"internet_mais";"fisica_menos";"internet_menos";"fisica_dif";"internet_dif";"iso_parcial";"iso_total";"sou_risco";"moro_risco";"prof_saude";"genero";"idade";"escolaridade";"estuda";"nivel_educ";"adult_menos_60";"adult_mais_60";"jovens";"crincas";"bebes";"prof";"domi";"renda"
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"2";"4";"1";"1";"1";"1";"belo horizonte";"itapoa";"belo horizonte";"nova gameleira";"ate 2 vezes por semana";"eventualmente";"automovel particular";"patinete/bicicleta compartilhados";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"4";"3";"4";"4";"1";"1";"2";"2";"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"homem";"47";"mestrado ou doutorado";"nao";NA;"1";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"4";"4";"4";"4";"4";"2";"2";"2";"belo horizonte";"luxemburgo";"belo horizonte";"savassi";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"4";"4";"4";"4";"4";"1";"2";"4";NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"sim";"nao";"nao";"sim";"nao";"mulher";"36";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"1";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"acima de 20.000 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"3";"1";"1";"1";"1";"belo horizonte";"grajau";"belo horizonte";"savassi";"ate 2 vezes por semana";"n/a";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"2";"1";"1";"1";"2";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"44";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"1";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"1";"1";"1";"1";"belo horizonte";"buritis";"belo horizonte";"barro preto";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"4";"5";"5";"5";"1";"1";"1";"1";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"mulher";"44";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"2";"0";"autonomo(a), sem cnpj";"contribui para a renda familiar";"acima de 20.000 reais"
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"3";"5";"1";"1";"3";"1";"belo horizonte";"belvedere";"belo horizonte";"estoril";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"5";"5";"1";"1";"3";"4";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"41";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"2";NA;"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"4";"4";"3";"2";"4";"4";"3";"5";"belo horizonte";"buritis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"4";"1";"4";"5";"4";"4";"4";"2";"belo horizonte";"lourdes";"belo horizonte";"santo antonio";"eventualmente";"nao houve necessidade de deslocamento";"a pe";"n/a";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"4";"1";"4";"5";"4";"2";"4";"1";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"38";"ensino superior";"nao";NA;"0";"0";"0";"2";"0";"autonomo(a), com cnpj";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"diariamente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"5";"2";"5";"2";"4";"5";"5";"1";"belo horizonte";"havai";"belo horizonte";"belvedere";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por semana";"5";"3";"5";"2";"2";"3";"5";"3";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"34";"ensino superior";"nao";NA;"1";"0";"0";"0";"0";"autonomo(a), com cnpj";"outros";"entre 10.000 e 20.000 reais"
"eventualmente";"entre 3 e 6 vezes por semana";"automovel particular";"a pe";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"4";"2";"3";"3";"4";"2";"4";"1";"belo horizonte";"cinquentenario";NA;NA;"eventualmente";"n/a";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"4";"4";"3";"3";"2";"4";"3";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"19";"ensino medio";"sim";"graduacao";"2";NA;"2";NA;NA;"estudante";"dependente";NA
"eventualmente";"eventualmente";"automovel particular";"transporte publico";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"4";"2";"5";"3";"4";"5";"5";"1";"belo horizonte";"carlos prates";"belo horizonte";"pradro";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"5";"5";"5";"5";"1";"3";"5";"4";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"21";"ensino medio";"sim";NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"eventualmente";"transporte publico";"transporte publico";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"todos os dias";"todos os dias";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"4";"2";"5";"4";"4";"5";"5";"3";"belo horizonte";"minas caixa";"belo horizonte";"pampulha";"eventualmente";"eventualmente";"a pe";"a pe";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"4";"3";"5";"4";"5";"4";"5";"3";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;NA;"sim";"sim";"nao";"sim";"nao";"mulher";"33";"ensino superior";"sim";"graduacao";"2";"1";"0";"0";"0";"estudante";"contribui para a renda familiar";"abaixo de 1.000 reais."
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"5";"5";"5";"1";"1";"4";"belo horizonte";"nova suissa";"belo horizonte";"padre eustaquio";"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"5";"5";"5";"5";"1";"1";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"35";"pos-graduacao (especializacao)";"nao";NA;"1";"0";"0";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"4";"4";"4";"4";"4";"5";"belo horizonte";"buritis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"entre 3 e 6 vezes por semana";"a pe";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"2";"5";"5";"1";"belo horizonte";"nova floresta";"belo horizonte";"santo agostinho";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"5";"5";"5";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"sim";"sim";"nao";"mulher";"32";"ensino superior";"sim";"graduacao";"32 e 61";"minha mae";"nenhum";"nenhum";"nenhum";"servidor(a) publico(a)";"contribui para a renda familiar";"abaixo de 1.000 reais."
"ate 2 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"3";"4";"5";"1";"1";"1";"1";"belo horizonte";"barreiro";"belo horizonte";"funcionarios";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"ate 2 vezes por semana";"transporte por aplicativo";"a pe";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"2";"2";"2";"2";"2";"2";"2";"2";"belo horizonte";"coreu";NA;NA;"eventualmente";"nao houve necessidade de deslocamento";"a pe";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"2";"2";"2";"2";"2";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"transporte por aplicativo";"transporte publico";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"4";"2";"1";"5";"1";"1";"belo horizonte";"castelo";"belo horizonte";"funcionarios";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"5";"5";"3";"2";"4";"4";"2";"belo horizonte";"dona clara";"belo horizonte";"grajau";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"5";"2";"2";"1";"1";"5";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"22 anos";"ensino medio";"sim";"graduacao";"3";"0";"1";"0";"0";"estudante";"dependente";"entre 1.000 e 1.500 reais"
"diariamente";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"todos os dias";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"todos os dias";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"3";"5";"1";"2";"1";"1";"5";"5";"belo horizonte";"sion";"belo horizonte";"sion";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"todos os dias";"nunca";"entre 2 e 5 vezes por mes";"3";"5";"1";"1";"1";"1";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"44";"mestrado ou doutorado";"nao";NA;"3";"0";"0";"1";"0";"autonomo(a), com cnpj";"contribui para a renda familiar";"acima de 20.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"4";"2";"1";"5";"2";"1";"belo horizonte";"castelo";"belo horizonte";"funcionarios";"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"nunca";"5";"5";"5";"5";"1";"1";"1";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"nao";"nao";"mulher";"29";"ensino medio";"sim";"graduacao";"2";"0";"0";"0";"0";"estudante";"contribui para a renda familiar";"entre 1.000 e 1.500 reais"
"eventualmente";"n/a";"transporte publico";"transporte publico";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"1";"1";"1";"1";"1";"1";"1";"5";"belo horizonte";"dom bosco";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"1";"5";"4";"2";"3";"2";"1";"belo horizonte";"jardim america";"belo horizonte";"estoril";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"1";"5";"5";"2";"4";"2";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"homem";"23";"ensino medio";"sim";"graduacao";"3";"0";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"4";"1";"1";"3";"3";"1";"belo horizonte";"camargos";"belo horizonte";"centro";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"5";"5";"5";"1";"1";"3";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"sim";"nao";"homem";"33";"ensino superior";"sim";"graduacao";"1";"3";NA;NA;NA;"autonomo(a), com cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"a pe";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"3";"4";"1";"4";"4";"1";"belo horizonte";"barro preto";"belo horizonte";"serra";"ate 2 vezes por semana";"eventualmente";"a pe";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"1";"4";"1";"1";"1";"4";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"24";"ensino medio";"sim";"graduacao";"1";NA;"2";NA;NA;"estudante";"contribui para a renda familiar";"entre 1.000 e 1.500 reais"
"ate 2 vezes por semana";"diariamente";"automovel particular";"automovel particular";"todos os dias";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"todos os dias";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"3";"3";"2";"2";"2";"3";"belo horizonte";"nova vista";"belo horizonte";"centro";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"5";"4";"3";"2";"2";"2";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"sim";"sim";"nao";"mulher";"43";"pos-graduacao (especializacao)";"nao";NA;NA;NA;NA;NA;NA;NA;NA;NA
"eventualmente";"n/a";"automovel particular";"n/a";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"5";"2";"2";"4";"2";"3";"1";"belo horizonte";"renascenca";"belo horizonte";"nova suica";"eventualmente";"n/a";"automovel particular";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"1";"1";"1";"1";"1";"1";"1";"5";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"59";"mestrado ou doutorado";"nao";NA;"um";"um";"um";"nenhum";"nenhum";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"5";"3";"5";"5";"5";"1";"belo horizonte";"caicara";"belo horizonte";"serra verde";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"1";"5";"5";"5";"1";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"sim";"nao";"mulher";"35";"pos-graduacao (especializacao)";"nao";NA;"1";NA;NA;NA;"1";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"3";"4";"3";"2";"2";"2";"2";"1";"belo horizonte";"bandeirantes";"contagem";"cinco";"entre 3 e 5 vezes por semana";"n/a";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"3";"5";"3";"3";"3";"3";"2";"2";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"nao";"nao";"homem";"46";"ensino superior";"nao";NA;"5";"0";"0";NA;"0";"autonomo(a), com cnpj";"contribui para a renda familiar";"acima de 20.000 reais"
